,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
364,0.6070216161308277,0.6035677145053034,0.5660810209915876,0.5664094971539569,0.7256445976885451,0.7582513270663238,0.5509033416770044,0.9985549769970476,0.544467092392518,1
366,0.19131487651443968,0.6844774698625073,0.6944273974488407,0.3824730007870563,0.7864566950043811,0.34428122250527476,0.1509885886065931,0.6297291220903513,0.490267848142135,1
368,0.23175873621306065,0.5283814929057828,0.43330348631412885,0.0,0.8850549956653712,0.3294575750740487,0.45049122898756716,0.49348277284046327,0.4203566538820512,1
369,0.49779555412768745,0.13875972607668452,0.3999720973340074,0.39118066957654907,0.8200274014081352,0.4456995061531548,0.3941653803065368,0.03666971013018335,0.3617243845806239,1
370,0.46831746051948425,0.4610884961265816,0.4916120469290289,0.3080991562545245,0.7267661605646832,0.3272577191813607,0.23332135085859917,0.5186252693041603,0.6346809657024598,1
371,0.14329278244136953,0.8418605686752263,0.2529694951693457,0.1447166023655358,0.9888882146476952,0.8990701991160096,0.7155347115282756,0.44561386461576064,0.27270691640354494,1
372,0.17181047857832807,0.7933270690452969,0.30824562954983487,0.4159782523398918,0.4977176635728134,0.5060967971676777,0.6634404847421187,0.42994969019083096,0.3042450634376261,1
375,0.409961765823688,0.7783591882684655,0.6631162267302969,0.45560667836819846,0.5579991166927097,0.14111541852389742,0.45712626448121585,0.8250033746609029,0.6233273532394226,1
376,0.45309354058477397,0.22393337513617873,0.5469071406866451,0.5261434379437863,0.4977176635728134,0.572735832149621,0.5246308734504317,0.8342636270728777,0.20339380039852512,1
377,0.4802948703092418,0.5948976072222663,0.7585100499189908,0.394475094238548,0.4977176635728134,0.4297617957176531,0.49122049226161807,0.16457031750276052,0.5302343785543056,1
378,0.27178561858870914,0.6920021090993486,0.6358731968413175,0.615033701570182,0.1930005248175525,0.3316379575750612,0.537827523891789,0.10734017213306596,0.7546805424596539,1
380,0.38060255859563547,0.3976971588607798,0.8161973877908624,0.866058307718849,0.05302581002033674,0.23523491622891485,0.7148050924512049,0.8302976326053926,0.185351950223673,1
381,0.6495355887484197,0.4771813232330699,0.16783028664394317,0.3669465443211297,0.4977176635728134,0.530738001727937,0.9547198653062728,0.43937106737488685,0.381855131629516,1
383,0.32892846840687484,0.6777472143953128,0.673294940351214,0.5340227863223677,0.4664005263820297,0.89375819078788,0.6894252884972634,0.47785991410473,0.7047848295217167,1
385,0.519143857626426,0.08059023426483031,0.48360995587605926,0.5113471522386835,0.4977176635728134,0.41988866527358454,0.5281208876263429,0.0,0.6780849998781808,1
389,0.4110685291462693,0.32231114168940916,0.5636211781154679,0.17701765720905643,0.8167149078287239,0.2094719563542109,0.5416959522029932,0.5887368288334135,0.6011274488218276,1
392,0.9191768886339586,0.30775378251247143,0.3019440141245304,0.5149649234040966,0.8888443753113704,0.3725103153755179,0.38764164213790403,0.5198010033384909,0.1651565626884668,1
395,0.519143857626426,0.15600393948682303,0.3618689430146237,0.38530881388273797,0.4977176635728134,0.6698433984921016,0.7921395534786185,0.49348277284046327,0.3749922916563203,1
396,0.4009950851227924,0.7780823610220694,0.31002490578383485,0.7523314866084718,0.35079361308365253,0.6035058534568367,0.6713623716775574,0.7118649854612077,0.4154689930710585,1
397,0.24808694873671333,0.5929824769489453,0.6137910843684986,0.3312808192150833,0.5495664109711181,0.3469021941244274,0.6275025106594802,0.49348277284046327,0.4515776100730599,1
398,0.7310211072674089,0.40057050205140743,0.7061233363252508,0.5560848838741892,0.6241885058553722,0.4263966856785463,0.27205636264511224,0.6957404727374936,0.10580829814177668,1
399,0.54739132585328,0.3657208978968453,0.2074527124224099,0.34810400945384823,0.4977176635728134,0.4444273074724119,0.5723695903251061,0.1347011369262539,0.3188276360064652,1
400,0.43486287780411664,0.5171987160439593,0.35369234129804605,0.26006453642891986,0.5950786535905344,0.32319323275552847,0.5918604175508166,0.42884557049411154,0.08433589091730749,1
401,0.4524335515698604,0.6380036168708856,0.40058658762096716,0.6461683570395127,0.4977176635728134,0.34839591829797734,0.28725682329651897,0.3804245067143968,0.584409152106065,1
402,0.7612025672492816,0.4856853824229545,0.5439242547512715,0.7236680340867382,0.4608470403588099,0.29274524327396406,0.6212006046931068,0.504264299959288,0.4581933010006045,1
403,0.5109175779660361,0.4977811212428082,0.37657857187725596,0.4704548957043905,0.39286726710086745,0.7063184968385511,0.41725041083673947,0.49886465216994924,0.511300755435811,1
404,0.519143857626426,0.7951811090156357,0.21186560462220816,0.3884328515191543,0.694958405314201,0.85813185656981,0.5477284289535738,0.4494675745097208,0.8975232080376692,1
405,0.1791803129479539,0.7266815481120942,0.5750222873962602,0.34659581353160673,0.4556960601667508,0.726147334851554,0.45541014770335725,0.14654861814287246,0.41098810683749587,1
407,0.6051680875021747,0.31678074410035995,0.31813885003444003,0.2609048302977001,0.4977176635728134,0.4875956783692212,0.1188526995756091,0.5088966013277928,0.5154735722174137,1
410,0.2936651819030384,0.9848806829310015,0.3426831537984322,0.5784844809099574,0.3570121225177375,0.4941951462508377,0.5525878756292391,0.42470650756964856,0.48050864472968163,1
411,0.501778595009471,0.5606754391023299,0.3068595099102639,0.6247941309633308,0.40199350728254707,0.3733487035563711,0.5309689213348066,0.4971379583993249,0.899632387017762,1
412,0.6498400988745463,0.25058952691018177,0.43905162530029374,0.6692771161653581,0.11165552055622321,0.5093721103633707,0.8539987112039544,0.41419664245337046,0.5974493157698473,1
414,0.12964814615775036,0.8385690209944852,0.4656279127808671,0.2314863008723319,0.8425709004286939,0.4645962590967245,0.6910077262929615,0.6474182673126643,0.30484396236143113,1
415,0.6760723530104906,0.6129951226025199,0.22854486410329636,0.3937707916825074,0.44702476595901514,0.44702194436147213,0.5404897436758156,0.5724113451028451,0.3196563217028665,1
417,0.4939292016336943,0.3892243779470899,0.647060701361782,0.21983037061690563,0.9257240149447188,0.8688422592486794,0.37408596122251864,0.3942782647439838,0.5921017515789164,1
418,0.519143857626426,0.42843453982011326,0.6134169000894973,0.7336184195624527,0.4977176635728134,0.2489567297125356,0.4487667993569321,0.3770921011789549,0.6019646933618159,0
419,0.519143857626426,0.42901891432346134,0.3325598687652536,0.4415695062066121,0.5943275839384823,0.48087218457156555,0.7419437976974871,0.5099818995662049,0.7688643944503957,0
420,0.4791472811446126,0.6543352109825927,0.8198199433080975,0.2979325418739158,0.5292571089593752,0.36897682987912594,0.8241767200034543,0.3279945216958687,0.7006339252603959,0
421,0.2896907194588398,0.4442256038150132,0.6017596301617889,0.3818276363174555,0.37970245638139116,0.6575979330681407,0.23920417715623493,0.33419246953734055,0.34443793884787494,0
422,0.2667813091694252,0.37362224708641834,0.3995984950515456,0.6695376334243641,0.2679021999316003,0.7777225163451211,0.27722214958559704,0.38755933358018435,0.7984751893102612,0
423,0.5429477800616042,0.4789841388017987,0.599591333503774,0.924822797124213,0.31129156316624235,0.7892256740595137,0.6213950082683796,0.42786548598855945,0.4253774905177243,0
424,0.3716845048932229,0.5640483029859725,0.7057861864563082,0.16603440516929618,0.6191307147465628,0.8103638682971929,0.5904191083365511,0.5757008251045691,0.5081556521928301,0
425,0.9486968447215292,0.5743216099375882,0.4391316012490939,0.6145338985202848,0.5466193209113366,0.6236672498247678,0.33405438499994883,0.7341955203217365,0.5174679425851495,0
426,0.23289016120518777,0.3631019229901401,0.34164053355557217,0.5434844690568539,0.33372455543376656,0.23753785652933965,0.37964048625326896,0.49348277284046327,0.5916352773874226,0
427,0.16674334780367955,0.3033332016125878,0.4972912440669315,0.8611005608911634,0.20222061988240517,0.5489413472211879,0.36976079884874224,0.4569567084996286,0.4821108833779893,0
429,0.4152366012073824,0.6137715122514326,0.47461973956743503,0.41827840541074257,0.5217055535497779,0.7339541880566934,0.7185230261589246,0.7970533689768916,0.6304122180641665,0
430,0.37004855136789333,0.6852904618450903,0.5356754296248205,0.48690498436755675,0.2683414003481925,0.6275334883900454,0.4495119731482731,0.5061319964387022,0.20192239976131096,0
431,0.6401025439242963,0.3949127993628419,0.4327088617663018,0.8541627873073588,0.4340672457845804,0.4090226023136842,0.3287467794321657,0.5045332823717629,0.5216532816889154,0
432,0.519143857626426,0.6015351456755231,0.8332666337784428,0.2320416137125548,0.6292841391382414,0.7400075449396464,0.5866045537272626,0.08496479765025901,0.7012775112118982,0
433,0.5837553873394289,0.6692758913891299,0.9206360598299503,0.4885201440305635,0.32057280722011733,0.3740174433208094,0.5019678441172938,0.5847892425860551,0.30235333792773433,0
434,0.4701146713809999,0.3486686117214754,0.44550839909631856,0.5475381027469557,0.49973996962585615,0.5308791221101142,0.3017561271742955,0.773506725882575,0.8505687835036307,0
435,0.9411456803914041,0.5769840037939168,0.32578931598394395,0.3866632591323296,0.7495647159300299,0.5338394721734137,0.7943965665232702,0.49889441546736935,0.5571472954538806,0
436,0.5883599561491485,0.3804102689301489,0.408295542406784,0.42633255604279763,0.7153220830224022,0.4270428541478105,0.33023160330629636,0.6866718106152769,0.6231131629723003,0
437,0.4817719583386173,0.6712487213037841,0.6986850675851617,0.05830680923255577,0.5740259317540645,0.7287395466869413,0.4629884073919719,0.5436758768539754,0.37380223008386,0
438,0.6547891265341249,0.5714466856360024,0.34430368343967765,0.3067772175146439,0.7125546795344818,0.4918880439950145,0.55744894577843,0.6056879302936461,0.41041346180949023,0
439,0.5256089940174394,0.6059720689998721,0.5246144970943489,0.34641032151452794,0.45592226645409845,0.2744800843047034,0.4829308504223814,0.4215994438215568,0.4654313927055362,0
440,0.5644270568113962,0.5177702388872953,0.5691733027554332,0.2217636640465216,0.563537063312224,0.539031310054924,0.5988785794300157,0.2058954886562069,0.7542414466892187,0
441,0.7098808206843781,0.7436351470396164,0.6181648244535133,0.31469140758738173,0.7165184506577718,0.7039239740036127,0.5079184276280253,0.36042952202246054,0.26234503462177616,0
443,0.34544670302330166,0.35859295067249125,0.36302807651321406,0.6215441383333298,0.4977176635728134,0.5193053140551753,0.2949824854702598,0.44031839777323273,0.7764767103889029,0
444,0.3909000321794396,0.8001775133293267,0.8997647509806286,0.4456046314789083,0.21790141673862895,0.5236168317280835,0.5906391215801364,0.3517887506479686,0.5396148485668855,0
446,0.6244816907885183,0.5136518330605401,0.45654412395842203,0.3828936221161896,0.5288921421800616,0.7713051108926724,0.6203845110062994,0.49348277284046327,0.5801970811903208,0
447,0.31032689307693284,0.22256705014480957,0.4900624448247068,0.8392977005121385,0.38718558099707445,0.3345094956749981,0.48964511198102006,0.4793160086483862,0.7713515279549362,0
448,0.519143857626426,0.43560399120711846,0.5829858942685403,0.6770190213758225,0.3973920288700006,0.7374082247141924,0.8090999084423642,0.3449031632114927,0.7768668813844319,0
449,0.4136516370735283,0.5840321928256804,0.6503004386677338,0.13022121114242308,0.4977176635728134,0.4905501457645983,0.09629048438401328,0.7077235600618624,0.3534659701049807,0
450,0.19679701070217132,0.5666760753891208,0.605584293283845,0.44485066289231484,0.4977176635728134,0.32907377590052345,0.3969929315155653,0.2889508947257967,0.6689946766341388,0
451,0.6229881792304712,0.5901328202635118,0.5988597043829003,0.42130287311217146,0.5550492824988422,0.38244905599599693,0.1921220912748501,0.572943337590302,0.3680418908877155,0
452,0.598697745366142,0.7420914251205144,0.4933904388188332,0.6294538328989631,0.4977176635728134,0.4341809066017937,0.5310508468770451,0.30216203520646084,0.275169033996664,0
453,0.444941287860483,0.5270689622630151,0.5122624007013533,0.5701251482673801,0.38800063310548166,0.27481236611258714,0.6363534560783496,0.4016756321352903,0.6027082306394692,0
458,0.8204773473011401,0.5579607935072798,0.4664072456430556,0.4797694120791955,0.47558385585297264,0.4888246403499921,0.5996328563687932,0.6347834246652377,0.6398449826751783,0
459,0.6578123870769219,0.3540335515672427,0.2804864427283633,0.5226049566119142,0.4958041078885558,0.8603173958859169,0.5285258119982813,0.16118519804757137,0.4128241218577978,0
460,0.5001595915987462,0.7289105629198926,0.5869186979769218,0.08695061641272475,0.5002217888728363,0.3966136605509284,0.2378826043775487,0.1911669718576876,0.4331467626774436,0
461,0.519143857626426,0.13053516482467636,0.05881861851647282,0.9147260559413584,0.570137607520436,0.734647022231864,0.3183439615179624,0.19390066135764675,0.5272903871202331,0
462,0.6521561456909483,0.3253318406995647,0.1946477099769168,0.5925302911407032,0.4603554181242032,0.5083344690390822,0.38434948009578057,0.6166860558128328,0.3057030880767152,0
463,0.494110397743104,0.47463746778067717,0.46912659110643873,0.41012996729327295,0.39934178118651203,0.39860389467106094,0.5588360203951211,0.7647564847561165,0.5036182768317141,0
464,0.24904151392231227,0.3027035504825775,0.4726799898180314,0.5628604421605206,0.41296510281094206,0.23227327546489512,0.49058633342785635,0.465725796455412,0.5202890265272108,0
466,0.5297540857361618,0.37131157020769645,0.32999741858270004,0.647155845616974,0.4468594956352556,0.5398271916022608,0.8109756012505716,0.749504988493126,0.3525994863915448,0
468,0.5256214681516141,0.5326535449866125,0.3209999575067007,0.4506970047438428,0.3466144969160233,0.738895671247658,0.4929691871128499,0.6985115421618142,0.45364727656033377,0
469,0.754233509654124,0.16201111839022486,0.05066411966199735,0.7683936672710567,0.6056961794686289,0.7003664431076326,0.4790249518966548,0.1965718862989524,0.09757375144868843,0
470,0.7459545293953922,0.31843849017194065,0.15190629880360276,0.6716162510440975,0.6609664285163205,0.48383349401137976,0.6999049844269252,0.08831657909355897,0.5509972810829048,0
471,0.5160964896751212,0.39698225607595805,0.2392135418615897,0.6473781649179414,0.5547483562043176,0.34692910257320775,0.37331236411337926,0.7032652187250148,0.47631906122977025,0
472,0.5135982101119899,0.5441037792156883,0.7696048381233517,0.7953768401573164,0.3940739676150868,0.474493909749701,0.6047604758086991,0.7880946459085827,0.35185926883293117,0
473,0.7910815840807922,0.45559203980499186,0.33886266452675345,0.49438611717801517,0.5564616235654047,0.3554569638212516,0.8864067219662577,0.49348277284046327,0.2088624552595523,0
474,0.3859060154365164,0.5600702534826693,0.4105775556047092,0.06239303692769131,0.6074883899325049,0.41706819900359376,0.4368093108921657,0.4181373621895747,0.23356832819419096,0
475,0.43762659069138576,0.7669662628947762,0.5858841401112399,0.3949374928446882,0.3099181713951714,0.2758961273670993,0.15459793059286042,0.24234613774909536,0.25745049809799425,0
476,0.2429555209378075,0.5286896234540746,0.6283060215424334,0.5114888458239144,0.480571201970395,0.3625313317267205,0.35791078767300105,0.48810226424342673,0.49259523263464633,0
477,0.5727891570219387,0.42888530659739044,0.48244658996425727,0.5416486713174389,0.491964216018128,0.5377850826234348,0.583013228677035,0.279235811134704,0.6314165142856857,0
478,0.519143857626426,0.5193117521278592,0.3408122891503584,0.6253269742572933,0.264794744477767,0.43907267719042653,0.359746438328181,0.3925305959488396,0.6197490777160957,0
479,0.07369697589559697,0.4470325461205606,0.6632898242222676,0.6285145716403042,0.2471953359585368,0.5648228704826173,0.6117664596871735,0.2498916114865376,0.6593867771344354,0
481,0.42472023575937534,0.5090784683307409,0.4711798712658142,0.3858880249299622,0.47986991995088274,0.546370146973386,0.421820939931051,0.41247253615523627,0.6719553376645537,0
482,0.04647119330928276,0.45229204627099134,0.7030078995430789,0.4981207868623849,0.4977176635728134,0.3751274743268383,0.3689172832182014,0.2947660044346068,0.7916764275133165,0
483,0.6327721875949839,0.34887477344665985,0.29811869705082455,0.4778500747334212,0.6728334165195108,0.5982219486953879,0.6190624132024011,0.5135468210701472,0.3566095198714266,0
484,0.3823821828412482,0.30640075836036385,0.4103088495729495,0.6232715979209158,0.4977176635728134,0.5219842434591481,0.4200879902667982,0.5091910229499977,0.490935586830616,0
485,0.519143857626426,0.3998179535536875,0.5246358130580879,0.57857836042749,0.4977176635728134,0.28413406906858185,0.38503013320634133,0.15162355725577853,0.7731226524414171,0
486,0.6081039114742631,0.4308517915343035,0.5812051019834923,0.6148674278556406,0.4977176635728134,0.43802208982743523,0.9737587637282717,0.10814481988998793,0.5301590515647051,0
487,0.6825881097188603,0.4560524350603239,0.44703997451609545,0.6630620212171136,0.6676692066081112,0.390453291050297,0.6894094380490505,0.1387162729504772,0.728186032452021,0
488,0.2797894721848794,0.44404652310677956,0.8017714754315801,0.7271613054642804,0.40866098576191034,0.12127002982450978,0.5367704126112945,0.49348277284046327,0.11089479540060188,0
489,0.5535285324692029,0.4798729464665307,0.5194875286440347,0.5454006078622734,0.4977176635728134,0.6530800403337677,0.5782117659038409,0.5777412761829118,0.6646526985584197,0
490,0.13755289924180797,0.4959284435689646,0.4282089310306803,0.2194920771032407,0.4619137488039128,0.5709772129431322,0.44602798392488346,0.7187889618459706,0.5959320776014493,0
491,0.6240010683748302,0.5842584559639633,0.31754858614789194,0.43468285334363793,0.4977176635728134,0.44740046762947566,0.41864844543130775,0.5894653142812761,0.6939715818320148,0
492,0.3150996415287678,0.5317990552582249,0.5691300148334159,0.5737546212556984,0.34359804531679355,0.516945620845706,0.70421055985716,0.41418712473278,0.6445940057975683,0
493,0.5989025775308089,0.3845890604901493,0.41211158067606724,0.6425749027442873,0.5057862873184052,0.7017323196047458,0.29386416060531273,0.45360910238322405,0.47240301877933744,0
494,0.6161316963854466,0.4576836577389077,0.45189093019962484,0.7663653110108762,0.5115037303903072,0.3938702677426114,0.5356057327039847,0.5806861968529174,0.2905563123972762,0
495,0.35230667245299785,0.3173492170165921,0.5350825655938264,0.8060137898331929,0.3770255932841371,0.6486977283916592,0.7659927510139358,0.417808464696291,0.467479361813118,0
496,0.17934933317491072,0.4759970114487487,0.3863642469373635,0.5931892248591548,0.40818465249250624,0.53853214352691,0.6744748650463182,0.4954986180316484,0.634287926640653,0
497,0.7515686714643062,0.5245602679205865,0.33432209186508205,0.6946536239087433,0.6731185628977427,0.5315343986684822,0.6956532732306645,0.5950558919713544,0.7375576892991901,0
498,0.5963274397273016,0.6568817005504413,0.6794402946994061,0.390408082139909,0.3957475435275574,0.7276864034260457,0.702348971497336,0.7201765204846325,0.7375531145933747,0
499,0.7350241144799935,0.5202990558184156,0.2147622087307538,0.3121117478087331,0.4977176635728134,0.6864704313766729,0.3616596731958798,0.48938748634636114,0.6487063355410488,0
500,0.2786128755995105,0.42218526292651526,0.39057265960135856,0.267405677367302,0.5375993758400591,0.4609700833252522,0.5476744343961675,0.06728080905628926,0.33152569051264386,0
501,0.4286905124438001,0.5477057450504703,0.47945079523668443,0.35317976711216353,0.3334213675573938,0.4687705850409364,0.36773128596177723,0.4457235926570605,0.22994353433606884,0
502,0.41549456989247086,0.49139125701928715,0.6649730449236694,0.4985619724272603,0.4608037877968438,0.7300219478911617,0.3640717031785025,0.5152910750501122,0.11478002857871082,0
504,0.8406985168762627,0.6718616020056729,0.48324867562251483,0.1129582405471691,0.4977176635728134,0.6173925395424372,0.41007641777658677,0.48322778747941697,0.8057457389863217,0
505,0.519143857626426,0.2800164691186808,0.47662926829584873,0.5586941642343486,0.15699338467839297,0.5681562973673581,0.11778922121573646,0.41748310837822916,0.6274717842860777,0
506,0.38396890987268606,0.25252961422428816,0.33973869030308557,0.5618477191072849,0.5634924310478948,0.2956582090969354,0.21579928942645618,0.14354343833631023,0.851547610973656,0
507,0.3272078917032642,0.3995778325938737,0.261157365691774,0.05784795347826118,0.6682407271240659,0.7578503178845514,0.19305233364084465,0.4170858741114973,0.5638933527929468,0
508,0.5831975652863507,0.341437555400405,0.24081384893899108,0.6691727649138022,0.4977176635728134,0.44151373000810257,0.40088798200790154,0.3111142156463107,0.32538882227655763,0
509,0.39762225970475457,0.3807626808522229,0.5827403509726898,0.5225202296978911,0.46612318177399564,0.8097594342587118,0.36824163029471196,0.4236494471498259,0.9879422777407254,0
510,0.519143857626426,0.49576734029766406,0.39923562474895324,0.05575606607820422,0.4977176635728134,0.4782857365354431,0.5120874085070066,0.3864955002125691,0.47864331882240213,0
511,0.3474770542951215,0.4669346141098693,0.6022666998675024,0.7506083885145364,0.33255670113821567,0.3857190906249295,0.5653843779967563,0.58519426055716,0.7144112636444677,0
512,0.30556745446248623,0.3163935727629078,0.42753548680954917,0.46888828602335025,0.4797325796284776,0.6767021257903847,0.5103655023612925,0.6672977495197437,0.5391936902025175,0
513,0.23070743904974422,0.3621940213571976,0.6511839477755451,0.417743569310939,0.4977176635728134,0.5807237067960964,0.7801507472905949,0.5047065617175878,0.5686305875882778,0
514,0.22729670180661102,0.4222027988844148,0.49831582763778637,0.8359763144048288,0.38469457151982095,0.6442764450497426,0.3638085668022865,0.752370739707826,0.2559337968312234,0
515,0.2336617470699222,0.6006451323402769,0.9040552188010297,0.6294317621715891,0.3828710440265428,0.3413630262396077,0.6675695716135128,0.4666462886490009,0.4250548463593624,0
516,0.9475086726939472,0.5651766348438012,0.3682497524159988,0.4896298205349455,0.7206971888770503,0.1710587996880535,0.6510696187043256,0.2202210494666491,0.5330821548896495,0
517,0.519143857626426,0.6372801013947976,0.9474554143972287,0.3983803943633231,0.4267735939306806,0.6686794623240987,0.576417632729774,0.27217955162666313,0.5830770089333257,0
518,0.506899232678379,0.546558489912546,0.45972782026374026,0.49605156023547936,0.4977176635728134,0.33777295527043294,0.619636986380738,0.3776853291539744,0.4516593931800604,0
519,0.8685865581195512,0.3506911593621998,0.1919577162060912,0.6722060204186542,0.6844692238242316,0.8764481059976869,0.6361813066214775,0.9748283950980062,0.6487606176965883,0
521,0.21569738890525872,0.5603485829128123,0.950850298270539,0.7229170679169632,0.4977176635728134,0.46356292653949704,0.3656645841138507,0.24795385424210362,0.7589247187154269,0
522,0.5337479668239977,0.5347829652044794,0.489629206736933,0.5655840193745911,0.5434979225992547,0.39397505223827295,0.12768269951269628,0.464302474583121,0.5616146066961455,0
523,0.6143540662061224,0.6718408159150613,0.8411223356776609,0.4413925208224201,0.4977176635728134,0.3152331955518741,0.6312910217459532,0.597480654062739,0.24572918092114068,0
524,0.4632625927092328,0.5035420684235494,0.5286072010487478,0.6645036906699103,0.4977176635728134,0.7203222814143486,0.30719156387791996,0.4397435842063929,0.238528274818694,0
525,0.2686894559713238,0.21795128931070648,0.442967421045062,0.7868652988988303,0.41800629091593916,0.8747860110240194,0.5022661583522753,0.2836946082835372,0.6581590061182739,0
526,0.2832413390332977,0.734898726782295,0.9327075428688515,0.3422347583888418,0.3169696614330655,0.6833797943899914,0.9648648928896711,0.5847264397884236,0.3634507752593897,0
528,0.519143857626426,0.5723113768668303,0.38460570126574706,0.007290459498192883,0.9042042665306581,0.9529107683939065,0.16943155072085836,0.5172606677234007,0.48432177755211797,0
530,0.10231935130060331,0.5010809806647184,0.5821843152468958,0.7249408429787434,0.4977176635728134,0.5770819186466155,0.41720395164701835,0.5300633347003921,0.48922678900052646,0
531,0.519143857626426,0.54233480416993,0.4788680918574437,0.3650651856152213,0.3884526295552258,0.32579677880610725,0.4038130179289409,0.5214927379510957,0.6508848503439775,0
532,0.49175791980959943,0.5378632876265254,0.5262010303293126,0.257645101847944,0.5108164996505903,0.5976964013091459,0.47502046926380953,0.4609650346952635,0.9776240576256512,0
533,0.2941803309690348,0.48454611369208567,0.3598387561329123,0.3997488587088519,0.3828501667704733,0.41140696498319274,0.37206467096441564,0.321862630825351,0.5623691622115272,0
534,0.7141979655382713,0.4114356527156054,0.2845515021994943,0.536110406682488,0.7110983032856312,0.8547074995975519,0.5883796574524706,0.6366983991073424,0.4613641021459284,0
535,0.31566851716228217,0.6062797060926741,0.9424193204845775,0.6037282644339941,0.33353374420034887,0.345160946374661,0.5701145505108838,0.34549626371262,0.5755859256672028,0
536,0.47176456494614094,0.4390838001782678,0.42454747481027133,0.47362028473851836,0.4977176635728134,0.5037885208620929,0.401986002036554,0.22121950456896544,0.8308111132718334,0
537,0.9999871093527296,0.633651328542407,0.21180071212155335,0.1415868927385144,0.7685008430137963,0.7240828594929261,0.7406732968340046,0.34213702578919086,0.33667362608244344,0
538,0.6777627470807965,0.41014416291225214,0.422856189461814,0.44113216489499607,0.5992628510637678,0.29104100248638015,0.722127164118906,0.4973078333258997,0.5586408783682317,0
539,0.5328362594974559,0.5740222435181382,0.6936310132683827,0.46613317492798684,0.5146350210232623,0.3348335134499535,0.289834919305029,0.4643496271758574,0.6680868826029304,0
540,0.772686238163419,0.6873554023816953,0.40448422775215986,0.21787500001696108,0.3982005909562236,0.32932151060166887,0.4999334318489891,0.4681776128383652,0.4764630643727149,0
541,0.4313193886252157,0.5126792733580052,0.6252727522755936,0.5267951654752966,0.37994465484693396,0.8252146628015936,0.4360459820442244,0.6812505526596563,0.6700557514494137,0
543,0.31556828568719986,0.3779701559172145,0.6123073783910791,0.7254364300169037,0.33113511446240235,0.40848478196033505,0.4776473351967432,0.42212807582494033,0.6969328251193029,0
544,0.2342189735643884,0.28462418515242577,0.4386603890220596,0.7542304079064586,0.348099106288441,0.6434225394083907,0.5643981765868489,0.2745156405271516,0.4048970412256766,0
546,0.40960992500751153,0.2840613122180653,0.3332008535140221,0.5672703610571384,0.4997788876165347,0.7003684851647174,0.677697920582272,0.13935537036355863,0.7339029289214533,0
547,0.8982798907358881,0.5252417472774549,0.42189528911448293,0.5509379583708334,0.4977176635728134,0.3754210847895659,0.33396016895556146,0.46862990246034636,0.6014389009202624,0
548,0.7621251431268125,0.3877137188291722,0.21276495758705993,0.4300733525903632,0.7624430746315175,0.27083486360097,0.4768856899716041,0.7335793344224872,0.23029555515838765,0
549,0.707351313662085,0.4405475149311384,0.2333923114644724,0.5928394650770028,0.6428076762898183,0.38725769459151604,0.44624415652578164,0.4015367911609429,0.22827908562522187,0
550,0.519143857626426,0.5514332981949818,0.2777379061889402,0.3285168820451467,0.6971415815862615,0.9073666858489631,0.5931538375163673,0.3209971038889595,0.3289256414429696,0
552,0.0628151794752002,0.1908955457513186,0.5974119475872028,0.773550459386145,0.36739225941849474,0.364180828618632,0.39839777467406196,0.3412934639658025,0.28377996012862133,0
553,0.9437940352132397,0.5882031892006485,0.29210090277021356,0.219775307709907,0.4977176635728134,0.6198846482226278,0.3565004208059529,0.28893806454042414,0.4608796000753375,0
554,0.06566025618798689,0.4303624858191063,0.686516121689737,0.8468088672840713,0.06251030019013504,0.17978366666353612,0.4503575761814809,0.49348277284046327,0.32518037146645895,0
555,0.6946553318574279,0.4976849442652804,0.24945987149543866,0.26689744615970457,0.7311439599808737,0.9010424106630429,0.17235947525520404,0.6211455676817899,0.5740641757204246,0
556,0.519143857626426,0.3860420257418954,0.10132789617075429,0.3173292210871837,0.8379861502392106,0.7005187353694471,0.5026281149772136,0.52204321341036,0.12051473588695387,0
558,0.5682321492836149,0.4055720828351063,0.38088415821540667,0.349105600885656,0.6766328495916396,0.659710669323445,0.8556476841242552,0.4228352926870478,0.3490303332091785,0
559,0.48435436819307687,0.4675949891005435,0.587187849812583,0.5205717674915289,0.3705972492163133,0.8050863888745707,0.7833063392867257,0.297039610583566,0.7264688586240995,0
561,0.5603245226528751,0.7609804482398487,0.5652451488906984,0.5203152821046185,0.36584935055855944,0.39045356338371356,0.030756673195726204,0.4398307091464232,0.49307611578405225,0
562,0.519143857626426,0.4559687978840721,0.4087253609244069,0.6003782828192419,0.654899035812908,0.5418031608181951,0.4199222595174333,0.45731118059724246,0.6342630902505186,0
563,0.5224428271228158,0.550435875779304,0.3481343424426188,0.07772156183533836,0.4977176635728134,0.4563033100369482,0.5451423960252648,0.47627751582966893,0.5998557615796859,0
564,0.7697816312573487,0.43924105013329257,0.1709149346515409,0.40208699286789124,0.4977176635728134,0.4065064894831039,0.6326815666417314,0.6360970555007858,0.3817674886722478,0
565,0.519143857626426,0.5085083154841157,0.5939188163877744,0.4166501581741669,0.4977176635728134,0.6011604672878436,0.3157764100117719,0.46069202051872343,0.5404727511153045,0
566,0.519143857626426,0.6418434545608108,0.6608176012083716,0.7917714913948449,0.2605202318558136,0.4985630553478806,0.6652679790440282,0.5390390573404381,0.9270608491603415,0
